act,scene,character,line,word_count,neg,neu,pos,compound
2.0,2.0,POLONIUS,"The best actors in the world, either for tragedy, comedy, history, pastoral, pastoral-comical, historical-pastoral, tragical-historical, tragical-comical-historical-pastoral, scene individable, or poem unlimited. Seneca cannot be too heavy, nor Plautus too light. For the law of writ and the liberty, these are the only men.",43,0.082,0.729,0.189,0.6908
2.0,2.0,HAMLET,"O Jephthah, judge of Israel, what a treasure hadst thou!",10,0.0,0.737,0.263,0.3595
2.0,2.0,POLONIUS,"What a treasure had he, my lord?",7,0.0,0.694,0.306,0.296
2.0,2.0,HAMLET,"Why, One fair daughter, and no more, The which he loved passing well.",13,0.113,0.462,0.426,0.7269
2.0,2.0,POLONIUS,Still on my daughter.,4,0.0,1.0,0.0,0.0
2.0,2.0,HAMLET,"Am I not i' th' right, old Jephthah?",8,0.0,1.0,0.0,0.0
2.0,2.0,POLONIUS,"If you call me ""Jephthah,"" my lord: I have a daughter that I love passing well.",16,0.0,0.636,0.364,0.743
2.0,2.0,HAMLET,"Nay, that follows not.",4,0.0,1.0,0.0,0.0
2.0,2.0,POLONIUS,"What follows then, my lord?",5,0.0,1.0,0.0,0.0
2.0,2.0,HAMLET,"Why, As by lot, God wot and then, you know, It came to pass, as most like it was-- the first row of the pious chanson will show you more, for look where my abridgment comes. You are welcome, masters; welcome all.--I am glad to see thee well.--Welcome, good friends.--O my old friend! Why, thy face is valanced since I saw thee last. Com'st thou to beard me in Denmark?--What, my young lady and mistress! By 'r Lady, your Ladyship is nearer to heaven than when I saw you last, by the altitude of a chopine. Pray God your voice, like a piece of uncurrent gold, be not cracked within the ring. Masters, you are all welcome. We'll e'en to 't like French falconers, fly at anything we see. We'll have a speech straight. Come, give us a taste of your quality. Come, a passionate speech. FIRST PLAYER  What speech, my good lord?",153,0.0,0.741,0.259,0.9914
2.0,2.0,HAMLET,"I heard thee speak me a speech once, but it was never acted, or, if it was, not above once; for the play, I remember, pleased not the million: 'twas caviary to the general. But it was (as I received it, and others whose judgments in such matters cried in the top of mine) an excellent play, well digested in the scenes, set down with as much modesty as cunning. I remember one said there were no sallets in the lines to make the matter savory, nor no matter in the phrase that might indict the author of affection, but called it an honest method, as wholesome as sweet and, by very much, more handsome than fine. One speech in 't I chiefly loved. 'Twas Aeneas' tale to Dido, and thereabout of it especially when he speaks of Priam's slaughter. If it live in your memory, begin at this line--let me see, let me see: The rugged Pyrrhus, like th' Hyrcanian beast-- 'tis not so; it begins with Pyrrhus: The rugged Pyrrhus, he whose sable arms, Black as his purpose, did the night resemble When he lay couched in th' ominous horse, Hath now this dread and black complexion smeared With heraldry more dismal. Head to foot, Now is he total gules, horridly tricked With blood of fathers, mothers, daughters, sons, Baked and impasted with the parching streets, That lend a tyrannous and a damned light To their lord's murder. Roasted in wrath and fire, And thus o'ersized with coagulate gore, With eyes like carbuncles, the hellish Pyrrhus Old grandsire Priam seeks. So, proceed you.",265,0.141,0.69,0.169,0.75
2.0,2.0,POLONIUS,"'Fore God, my lord, well spoken, with good accent and good discretion. FIRST PLAYER  Anon he finds him Striking too short at Greeks. His antique sword, Rebellious to his arm, lies where it falls, Repugnant to command. Unequal matched, Pyrrhus at Priam drives, in rage strikes wide; But with the whiff and wind of his fell sword Th' unnerved father falls. Then senseless Ilium, Seeming to feel this blow, with flaming top Stoops to his base, and with a hideous crash Takes prisoner Pyrrhus' ear. For lo, his sword, Which was declining on the milky head Of reverend Priam, seemed i' th' air to stick. So as a painted tyrant Pyrrhus stood And, like a neutral to his will and matter, Did nothing. But as we often see against some storm A silence in the heavens, the rack stand still, The bold winds speechless, and the orb below As hush as death, anon the dreadful thunder Doth rend the region; so, after Pyrrhus' pause, Aroused vengeance sets him new a-work, And never did the Cyclops' hammers fall On Mars's armor, forged for proof eterne, With less remorse than Pyrrhus' bleeding sword Now falls on Priam. Out, out, thou strumpet Fortune! All you gods In general synod take away her power, Break all the spokes and fellies from her wheel, And bowl the round nave down the hill of heaven As low as to the fiends!",235,0.12,0.786,0.094,-0.8479
2.0,2.0,POLONIUS,This is too long.,4,0.0,1.0,0.0,0.0
2.0,2.0,HAMLET,"It shall to the barber's with your beard.-- Prithee say on. He's for a jig or a tale of bawdry, or he sleeps. Say on; come to Hecuba. FIRST PLAYER But who, ah woe, had seen the mobled queen--",39,0.093,0.907,0.0,-0.5719
2.0,2.0,HAMLET,"""The mobled queen""?",3,0.0,1.0,0.0,0.0
2.0,2.0,POLONIUS,"That's good. ""Mobled queen"" is good. FIRST PLAYER Run barefoot up and down, threat'ning the flames With bisson rheum, a clout upon that head Where late the diadem stood, and for a robe, About her lank and all o'erteemed loins A blanket, in the alarm of fear caught up-- Who this had seen, with tongue in venom steeped, 'Gainst Fortune's state would treason have pronounced. But if the gods themselves did see her then When she saw Pyrrhus make malicious sport In mincing with his sword her husband's limbs, The instant burst of clamor that she made (Unless things mortal move them not at all) Would have made milch the burning eyes of heaven And passion in the gods.",119,0.045,0.858,0.097,0.8225
2.0,2.0,POLONIUS,"Look whe'er he has not turned his color and has tears in 's eyes. Prithee, no more.",17,0.215,0.785,0.0,-0.4767
2.0,2.0,HAMLET,"'Tis well. I'll have thee speak out the rest of this soon.--Good my lord, will you see the players well bestowed? Do you hear, let them be well used, for they are the abstract and brief chronicles of the time. After your death you were better have a bad epitaph than their ill report while you live.",57,0.149,0.716,0.135,-0.4588
2.0,2.0,POLONIUS,"My lord, I will use them according to their desert.",10,0.0,1.0,0.0,0.0
2.0,2.0,HAMLET,"God's bodykins, man, much better! Use every man after his desert and who shall 'scape whipping? Use them after your own honor and dignity. The less they deserve, the more merit is in your bounty. Take them in.",38,0.0,0.736,0.264,0.9039
2.0,2.0,POLONIUS,"Come, sirs.",2,0.0,1.0,0.0,0.0
2.0,2.0,HAMLET,"Follow him, friends. We'll hear a play tomorrow.  Dost thou hear me, old friend? Can you play ""The Murder of Gonzago""? FIRST PLAYER  Ay, my lord.",26,0.13,0.553,0.317,0.6966
2.0,2.0,HAMLET,"We'll ha 't tomorrow night. You could, for a need, study a speech of some dozen or sixteen lines, which I would set down and insert in 't, could you not? FIRST PLAYER  Ay, my lord.",36,0.0,0.93,0.07,0.34
2.0,2.0,HAMLET,"Very well. Follow that lord--and look you mock him not.  My good friends, I'll leave you till night. You are welcome to Elsinore. ROSENCRANTZ  Good my lord.",27,0.241,0.537,0.223,0.0857
3.0,1.0,HAMLET,"Ay, so, good-bye to you. Now I am alone. O, what a rogue and peasant slave am I! Is it not monstrous that this player here, But in a fiction, in a dream of passion, Could force his soul so to his own conceit That from her working all his visage wanned, Tears in his eyes, distraction in his aspect, A broken voice, and his whole function suiting With forms to his conceit--and all for nothing! For Hecuba! What's Hecuba to him, or he to Hecuba, That he should weep for her? What would he do Had he the motive and the cue for passion That I have? He would drown the stage with tears And cleave the general ear with horrid speech, Make mad the guilty and appall the free, Confound the ignorant and amaze indeed The very faculties of eyes and ears. Yet I, A dull and muddy-mettled rascal, peak Like John-a-dreams, unpregnant of my cause, And can say nothing--no, not for a king Upon whose property and most dear life A damned defeat was made. Am I a coward? Who calls me ""villain""? breaks my pate across? Plucks off my beard and blows it in my face? Tweaks me by the nose? gives me the lie i' th' throat As deep as to the lungs? Who does me this? Ha! 'Swounds, I should take it! For it cannot be But I am pigeon-livered and lack gall To make oppression bitter, or ere this I should have fatted all the region kites With this slave's offal. Bloody, bawdy villain! Remorseless, treacherous, lecherous, kindless villain! O vengeance! Why, what an ass am I! This is most brave, That I, the son of a dear father murdered, Prompted to my revenge by heaven and hell, Must, like a whore, unpack my heart with words And fall a-cursing like a very drab, A stallion! Fie upon 't! Foh! About, my brains!--Hum, I have heard That guilty creatures sitting at a play Have, by the very cunning of the scene, Been struck so to the soul that presently They have proclaimed their malefactions; For murder, though it have no tongue, will speak With most miraculous organ. I'll have these players Play something like the murder of my father Before mine uncle. I'll observe his looks; I'll tent him to the quick. If he do blench, I know my course. The spirit that I have seen May be a devil, and the devil hath power T' assume a pleasing shape; yea, and perhaps, Out of my weakness and my melancholy, As he is very potent with such spirits, Abuses me to damn me. I'll have grounds More relative than this. The play's the thing Wherein I'll catch the conscience of the King. ===== =======",461,0.269,0.622,0.109,-0.9988
3.0,1.0,POLONIUS,"'Tis most true, And he beseeched me to entreat your Majesties To hear and see the matter.",17,0.0,0.782,0.218,0.4927
3.0,1.0,OPHELIA,"Madam, I wish it may.",5,0.0,0.526,0.474,0.4019
3.0,1.0,OPHELIA,"walk you here.--Gracious, so please you, We will bestow ourselves.  Read on this book, That show of such an exercise may color Your loneliness.--We are oft to blame in this ('Tis too much proved), that with devotion's visage And pious action we do sugar o'er The devil himself.",48,0.124,0.821,0.055,-0.5871
3.0,1.0,POLONIUS,"I hear him coming. Let's withdraw, my lord.",8,0.0,1.0,0.0,0.0
3.0,1.0,HAMLET,"To be or not to be--that is the question: Whether 'tis nobler in the mind to suffer The slings and arrows of outrageous fortune, Or to take arms against a sea of troubles And, by opposing, end them. To die, to sleep-- No more--and by a sleep to say we end The heartache and the thousand natural shocks That flesh is heir to--'tis a consummation Devoutly to be wished. To die, to sleep-- To sleep, perchance to dream. Ay, there's the rub, For in that sleep of death what dreams may come, When we have shuffled off this mortal coil, Must give us pause. There's the respect That makes calamity of so long life. For who would bear the whips and scorns of time, Th' oppressor's wrong, the proud man's contumely, The pangs of despised love, the law's delay, The insolence of office, and the spurns That patient merit of th' unworthy takes, When he himself might his quietus make With a bare bodkin? Who would fardels bear, To grunt and sweat under a weary life, But that the dread of something after death, The undiscovered country from whose bourn No traveler returns, puzzles the will And makes us rather bear those ills we have Than fly to others that we know not of? Thus conscience does make cowards of us all, And thus the native hue of resolution Is sicklied o'er with the pale cast of thought, And enterprises of great pitch and moment With this regard their currents turn awry And lose the name of action.--Soft you now, The fair Ophelia.--Nymph, in thy orisons Be all my sins remembered.",271,0.15,0.777,0.073,-0.9677
3.0,1.0,OPHELIA,"Good my lord, How does your Honor for this many a day?",12,0.0,0.596,0.404,0.7269
3.0,1.0,HAMLET,"I humbly thank you, well.",5,0.0,0.303,0.697,0.5574
3.0,1.0,OPHELIA,"My lord, I have remembrances of yours That I have longed long to redeliver. I pray you now receive them.",20,0.0,0.874,0.126,0.3182
3.0,1.0,HAMLET,"No, not I. I never gave you aught.",8,0.268,0.732,0.0,-0.296
3.0,1.0,OPHELIA,"My honored lord, you know right well you did, And with them words of so sweet breath composed As made the things more rich. Their perfume lost, Take these again, for to the noble mind Rich gifts wax poor when givers prove unkind. There, my lord.",46,0.119,0.538,0.343,0.9429
3.0,1.0,HAMLET,"Ha, ha, are you honest?",5,0.0,0.198,0.802,0.7964
3.0,1.0,OPHELIA,My lord?,2,0.0,1.0,0.0,0.0
3.0,1.0,HAMLET,Are you fair?,3,0.0,0.465,0.535,0.3182
3.0,1.0,OPHELIA,What means your Lordship?,4,0.0,1.0,0.0,0.0
3.0,1.0,HAMLET,"That if you be honest and fair, your honesty should admit no discourse to your beauty.",16,0.083,0.376,0.541,0.9042
3.0,1.0,OPHELIA,"Could beauty, my lord, have better commerce than with honesty?",10,0.0,0.414,0.586,0.872
3.0,1.0,HAMLET,"Ay, truly, for the power of beauty will sooner transform honesty from what it is to a bawd than the force of honesty can translate beauty into his likeness. This was sometime a paradox, but now the time gives it proof. I did love you once.",46,0.022,0.667,0.31,0.9387
3.0,1.0,OPHELIA,"Indeed, my lord, you made me believe so.",8,0.0,1.0,0.0,0.0
3.0,1.0,HAMLET,"You should not have believed me, for virtue cannot so inoculate our old stock but we shall relish of it. I loved you not.",24,0.0,0.743,0.257,0.8047
3.0,1.0,OPHELIA,I was the more deceived.,5,0.516,0.484,0.0,-0.4927
3.0,1.0,HAMLET,"Get thee to a nunnery. Why wouldst thou be a breeder of sinners? I am myself indifferent honest, but yet I could accuse me of such things that it were better my mother had not borne me: I am very proud, revengeful, ambitious, with more offenses at my beck than I have thoughts to put them in, imagination to give them shape, or time to act them in. What should such fellows as I do crawling between earth and heaven? We are arrant knaves all; believe none of us. Go thy ways to a nunnery. Where's your father?",98,0.108,0.714,0.177,0.8695
3.0,1.0,OPHELIA,"At home, my lord.",4,0.0,1.0,0.0,0.0
3.0,1.0,HAMLET,Let the doors be shut upon him that he may play the fool nowhere but in 's own house. Farewell.,20,0.09,0.831,0.079,-0.0644
3.0,1.0,OPHELIA,"O, help him, you sweet heavens!",6,0.0,0.257,0.743,0.8268
3.0,1.0,HAMLET,"If thou dost marry, I'll give thee this plague for thy dowry: be thou as chaste as ice, as pure as snow, thou shalt not escape calumny. Get thee to a nunnery, farewell. Or if thou wilt needs marry, marry a fool, for wise men know well enough what monsters you make of them. To a nunnery, go, and quickly too. Farewell.",62,0.068,0.851,0.08,0.1979
3.0,1.0,OPHELIA,"Heavenly powers, restore him!",4,0.0,0.236,0.764,0.7574
3.0,1.0,HAMLET,"I have heard of your paintings too, well enough. God hath given you one face, and you make yourselves another. You jig and amble, and you lisp; you nickname God's creatures and make your wantonness your ignorance. Go to, I'll no more on 't. It hath made me mad. I say we will have no more marriage. Those that are married already, all but one, shall live. The rest shall keep as they are. To a nunnery, go.",78,0.089,0.872,0.039,-0.4497
3.0,1.0,OPHELIA,"O, what a noble mind is here o'erthrown! The courtier's, soldier's, scholar's, eye, tongue, sword, Th' expectancy and rose of the fair state, The glass of fashion and the mold of form, Th' observed of all observers, quite, quite down! And I, of ladies most deject and wretched, That sucked the honey of his musicked vows, Now see that noble and most sovereign reason, Like sweet bells jangled, out of time and harsh; That unmatched form and stature of blown youth Blasted with ecstasy. O, woe is me T' have seen what I have seen, see what I see!",99,0.115,0.724,0.161,0.7466
3.0,1.0,POLONIUS,"It shall do well. But yet do I believe The origin and commencement of his grief Sprung from neglected love.--How now, Ophelia? You need not tell us what Lord Hamlet said; We heard it all.--My lord, do as you please, But, if you hold it fit, after the play Let his queen-mother all alone entreat him To show his grief. Let her be round with him; And I'll be placed, so please you, in the ear Of all their conference. If she find him not, To England send him, or confine him where Your wisdom best shall think.",98,0.125,0.683,0.192,0.8176
3.0,2.0,HAMLET,"Speak the speech, I pray you, as I pronounced it to you, trippingly on the tongue; but if you mouth it, as many of our players do, I had as lief the town-crier spoke my lines. Nor do not saw the air too much with your hand, thus, but use all gently; for in the very torrent, tempest, and, as I may say, whirlwind of your passion, you must acquire and beget a temperance that may give it smoothness. O, it offends me to the soul to hear a robustious, periwig-pated fellow tear a passion to tatters, to very rags, to split the ears of the groundlings, who for the most part are capable of nothing but inexplicable dumb shows and noise. I would have such a fellow whipped for o'erdoing Termagant. It out-Herods Herod. Pray you, avoid it. PLAYER  I warrant your Honor.",144,0.042,0.758,0.2,0.9793
3.0,2.0,HAMLET,"Be not too tame neither, but let your own discretion be your tutor. Suit the action to the word, the word to the action, with this special observance, that you o'erstep not the modesty of nature. For anything so o'erdone is from the purpose of playing, whose end, both at the first and now, was and is to hold, as 'twere, the mirror up to nature, to show virtue her own feature, scorn her own image, and the very age and body of the time his form and pressure. Now this overdone or come tardy off, though it makes the unskillful laugh, cannot but make the judicious grieve, the censure of the which one must in your allowance o'erweigh a whole theater of others. O, there be players that I have seen play and heard others praise (and that highly), not to speak it profanely, that, neither having th' accent of Christians nor the gait of Christian, pagan, nor man, have so strutted and bellowed that I have thought some of nature's journeymen had made men, and not made them well, they imitated humanity so abominably. PLAYER  I hope we have reformed that indifferently with us, sir.",197,0.054,0.823,0.123,0.9536
3.0,2.0,HAMLET,"O, reform it altogether. And let those that play your clowns speak no more than is set down for them, for there be of them that will themselves laugh, to set on some quantity of barren spectators to laugh too, though in the meantime some necessary question of the play be then to be considered. That's villainous and shows a most pitiful ambition in the fool that uses it. Go make you ready. How now, my lord, will the King hear this piece of work?",85,0.115,0.742,0.143,0.4417
3.0,2.0,POLONIUS,"And the Queen too, and that presently.",7,0.0,1.0,0.0,0.0
3.0,2.0,HAMLET,"Bid the players make haste. Will you two help to hasten them? ROSENCRANTZ  Ay, my lord.",16,0.0,0.847,0.153,0.4019
3.0,2.0,HAMLET,"What ho, Horatio!",3,0.0,1.0,0.0,0.0
3.0,2.0,HORATIO,"Here, sweet lord, at your service.",6,0.0,0.625,0.375,0.4588
3.0,2.0,HORATIO,thou art e'en as just a man As e'er my conversation coped withal.,13,0.0,1.0,0.0,0.0
3.0,2.0,HORATIO,"O, my dear lord--",4,0.0,0.536,0.464,0.3818
3.0,2.0,HAMLET,"Nay, do not think I flatter, For what advancement may I hope from thee That no revenue hast but thy good spirits To feed and clothe thee? Why should the poor be flattered? No, let the candied tongue lick absurd pomp And crook the pregnant hinges of the knee Where thrift may follow fawning. Dost thou hear? Since my dear soul was mistress of her choice And could of men distinguish, her election Hath sealed thee for herself. For thou hast been As one in suffering all that suffers nothing, A man that Fortune's buffets and rewards Hast ta'en with equal thanks; and blessed are those Whose blood and judgment are so well commeddled That they are not a pipe for Fortune's finger To sound what stop she please. Give me that man That is not passion's slave, and I will wear him In my heart's core, ay, in my heart of heart, As I do thee.--Something too much of this.-- There is a play tonight before the King. One scene of it comes near the circumstance Which I have told thee of my father's death. I prithee, when thou seest that act afoot, Even with the very comment of thy soul Observe my uncle. If his occulted guilt Do not itself unkennel in one speech, It is a damned ghost that we have seen, And my imaginations are as foul As Vulcan's stithy. Give him heedful note, For I mine eyes will rivet to his face, And, after, we will both our judgments join In censure of his seeming.",260,0.117,0.754,0.129,0.7007
3.0,2.0,HORATIO,"Well, my lord. If he steal aught the whilst this play is playing And 'scape detecting, I will pay the theft.",21,0.175,0.571,0.253,0.2617
3.0,2.0,HAMLET,They are coming to the play. I must be idle. Get you a place.,14,0.0,0.821,0.179,0.34
3.0,2.0,HAMLET,"Excellent, i' faith, of the chameleon's dish. I eat the air, promise-crammed. You cannot feed capons so.",17,0.0,0.683,0.317,0.7579
3.0,2.0,HAMLET,"No, nor mine now. My lord, you played once i' th' university, you say?",14,0.133,0.723,0.145,0.0516
3.0,2.0,POLONIUS,"That did I, my lord, and was accounted a good actor.",11,0.0,0.756,0.244,0.4404
3.0,2.0,HAMLET,What did you enact?,4,0.0,1.0,0.0,0.0
3.0,2.0,POLONIUS,I did enact Julius Caesar. I was killed i' th' Capitol. Brutus killed me.,14,0.474,0.526,0.0,-0.875
3.0,2.0,HAMLET,"It was a brute part of him to kill so capital a calf there.--Be the players ready? ROSENCRANTZ  Ay, my lord. They stay upon your patience.",26,0.161,0.753,0.086,-0.4939
3.0,2.0,HAMLET,"No, good mother. Here's metal more attractive.",7,0.179,0.325,0.496,0.5984
3.0,2.0,POLONIUS,"Oh, ho! Do you mark that?",6,0.0,1.0,0.0,0.0
3.0,2.0,HAMLET,"Lady, shall I lie in your lap?",7,0.0,1.0,0.0,0.0
3.0,2.0,OPHELIA,"No, my lord.",3,0.524,0.476,0.0,-0.296
3.0,2.0,HAMLET,"I mean, my head upon your lap?",7,0.0,1.0,0.0,0.0
3.0,2.0,OPHELIA,"Ay, my lord.",3,0.0,1.0,0.0,0.0
3.0,2.0,HAMLET,Do you think I meant country matters?,7,0.0,0.82,0.18,0.0258
3.0,2.0,OPHELIA,"I think nothing, my lord.",5,0.0,1.0,0.0,0.0
3.0,2.0,HAMLET,That's a fair thought to lie between maids' legs.,9,0.0,0.753,0.247,0.3182
3.0,2.0,OPHELIA,"What is, my lord?",4,0.0,1.0,0.0,0.0
3.0,2.0,HAMLET,Nothing.,1,0.0,1.0,0.0,0.0
3.0,2.0,OPHELIA,"You are merry, my lord.",5,0.0,0.533,0.467,0.5423
3.0,2.0,HAMLET,"Who, I?",2,0.0,1.0,0.0,0.0
3.0,2.0,OPHELIA,"Ay, my lord.",3,0.0,1.0,0.0,0.0
3.0,2.0,HAMLET,"O God, your only jig-maker. What should a man do but be merry? For look you how cheerfully my mother looks, and my father died within 's two hours.",29,0.128,0.6,0.272,0.6757
3.0,2.0,OPHELIA,"Nay, 'tis twice two months, my lord.",7,0.0,1.0,0.0,0.0
3.0,2.0,HAMLET,"So long? Nay, then, let the devil wear black, for I'll have a suit of sables. O heavens, die two months ago, and not forgotten yet? Then there's hope a great man's memory may outlive his life half a year. But, by 'r Lady, he must build churches, then, or else shall he suffer not thinking on, with the hobby-horse, whose epitaph is ""For oh, for oh, the hobby-horse is forgot.""",71,0.132,0.77,0.099,-0.6785
3.0,2.0,OPHELIA,"What means this, my lord?",5,0.0,1.0,0.0,0.0
3.0,2.0,HAMLET,"Marry, this is miching mallecho. It means mischief.",8,0.263,0.737,0.0,-0.3612
3.0,2.0,OPHELIA,Belike this show imports the argument of the play.,9,0.21,0.588,0.202,-0.0258
3.0,2.0,HAMLET,We shall know by this fellow. The players cannot keep counsel; they'll tell all.,14,0.0,1.0,0.0,0.0
3.0,2.0,OPHELIA,Will he tell us what this show meant?,8,0.0,1.0,0.0,0.0
3.0,2.0,HAMLET,"Ay, or any show that you will show him. Be not you ashamed to show, he'll not shame to tell you what it means.",24,0.0,0.812,0.188,0.6259
3.0,2.0,OPHELIA,"You are naught, you are naught. I'll mark the play. PROLOGUE For us and for our tragedy, Here stooping to your clemency, We beg your hearing patiently.",27,0.138,0.786,0.075,-0.4588
3.0,2.0,HAMLET,Is this a prologue or the posy of a ring?,10,0.0,1.0,0.0,0.0
3.0,2.0,OPHELIA,"'Tis brief, my lord.",4,0.0,1.0,0.0,0.0
3.0,2.0,HAMLET,"As woman's love. PLAYER KING Full thirty times hath Phoebus' cart gone round Neptune's salt wash and Tellus' orbed ground, And thirty dozen moons with borrowed sheen About the world have times twelve thirties been Since love our hearts and Hymen did our hands Unite commutual in most sacred bands. PLAYER QUEEN So many journeys may the sun and moon Make us again count o'er ere love be done! But woe is me! You are so sick of late, So far from cheer and from your former state, That I distrust you. Yet, though I distrust, Discomfort you, my lord, it nothing must. For women fear too much, even as they love, And women's fear and love hold quantity, In neither aught, or in extremity. Now what my love is, proof hath made you know, And, as my love is sized, my fear is so: Where love is great, the littlest doubts are fear; Where little fears grow great, great love grows there. PLAYER KING Faith, I must leave thee, love, and shortly too. My operant powers their functions leave to do. And thou shalt live in this fair world behind, Honored, beloved; and haply one as kind For husband shalt thou-- PLAYER QUEEN  O, confound the rest! Such love must needs be treason in my breast. In second husband let me be accurst. None wed the second but who killed the first.",233,0.162,0.557,0.281,0.9945
3.0,2.0,HAMLET,"That's wormwood! PLAYER QUEEN The instances that second marriage move Are base respects of thrift, but none of love. A second time I kill my husband dead When second husband kisses me in bed. PLAYER KING I do believe you think what now you speak, But what we do determine oft we break. Purpose is but the slave to memory, Of violent birth, but poor validity, Which now, the fruit unripe, sticks on the tree But fall unshaken when they mellow be. Most necessary 'tis that we forget To pay ourselves what to ourselves is debt. What to ourselves in passion we propose, The passion ending, doth the purpose lose. The violence of either grief or joy Their own enactures with themselves destroy. Where joy most revels, grief doth most lament; Grief joys, joy grieves, on slender accident. This world is not for aye, nor 'tis not strange That even our loves should with our fortunes change; For 'tis a question left us yet to prove Whether love lead fortune or else fortune love. The great man down, you mark his favorite flies; The poor, advanced, makes friends of enemies. And hitherto doth love on fortune tend, For who not needs shall never lack a friend, And who in want a hollow friend doth try Directly seasons him his enemy. But, orderly to end where I begun: Our wills and fates do so contrary run That our devices still are overthrown; Our thoughts are ours, their ends none of our own. So think thou wilt no second husband wed, But die thy thoughts when thy first lord is dead. PLAYER QUEEN Nor Earth to me give food, nor heaven light, Sport and repose lock from me day and night, To desperation turn my trust and hope, An anchor's cheer in prison be my scope. Each opposite that blanks the face of joy Meet what I would have well and it destroy. Both here and hence pursue me lasting strife, If, once a widow, ever I be wife.",337,0.284,0.554,0.162,-0.9966
3.0,2.0,HAMLET,"If she should break it now! PLAYER KING 'Tis deeply sworn. Sweet, leave me here awhile. My spirits grow dull, and fain I would beguile The tedious day with sleep. PLAYER QUEEN  Sleep rock thy brain, And never come mischance between us twain.",43,0.095,0.835,0.07,0.1044
3.0,2.0,HAMLET,"Madam, how like you this play?",6,0.0,0.449,0.551,0.5994
3.0,2.0,HAMLET,"O, but she'll keep her word.",6,0.0,1.0,0.0,0.0
3.0,2.0,HAMLET,"No, no, they do but jest, poison in jest. No offense i' th' world.",14,0.596,0.404,0.0,-0.9052
3.0,2.0,HAMLET,"""The Mousetrap."" Marry, how? Tropically. This play is the image of a murder done in Vienna. Gonzago is the duke's name, his wife Baptista. You shall see anon. 'Tis a knavish piece of work, but what of that? Your Majesty and we that have free souls, it touches us not. Let the galled jade wince; our withers are unwrung. This is one Lucianus, nephew to the king.",67,0.04,0.869,0.091,0.5661
3.0,2.0,OPHELIA,"You are as good as a chorus, my lord.",9,0.0,0.707,0.293,0.4404
3.0,2.0,HAMLET,"I could interpret between you and your love, if I could see the puppets dallying.",15,0.0,0.741,0.259,0.6369
3.0,2.0,OPHELIA,"You are keen, my lord, you are keen.",8,0.0,0.545,0.455,0.6124
3.0,2.0,HAMLET,It would cost you a groaning to take off mine edge.,11,0.0,1.0,0.0,0.0
3.0,2.0,OPHELIA,Still better and worse.,4,0.388,0.25,0.362,-0.0516
3.0,2.0,HAMLET,"So you mis-take your husbands.--Begin, murderer. Pox, leave thy damnable faces and begin. Come, the croaking raven doth bellow for revenge. LUCIANUS Thoughts black, hands apt, drugs fit, and time agreeing, Confederate season, else no creature seeing, Thou mixture rank, of midnight weeds collected, With Hecate's ban thrice blasted, thrice infected, Thy natural magic and dire property On wholesome life usurp immediately.",62,0.29,0.62,0.09,-0.9477
3.0,2.0,HAMLET,He poisons him i' th' garden for his estate. His name's Gonzago. The story is extant and written in very choice Italian. You shall see anon how the murderer gets the love of Gonzago's wife.,35,0.187,0.719,0.094,-0.6249
3.0,2.0,OPHELIA,The King rises.,3,0.0,1.0,0.0,0.0
3.0,2.0,HAMLET,"What, frighted with false fire?",5,0.615,0.385,0.0,-0.5859
3.0,2.0,POLONIUS,Give o'er the play.,4,0.0,0.556,0.444,0.34
3.0,2.0,POLONIUS,"Lights, lights, lights!",3,0.0,1.0,0.0,0.0
3.0,2.0,HAMLET,"Why, let the strucken deer go weep, The hart ungalled play. For some must watch, while some must sleep: Thus runs the world away. Would not this, sir, and a forest of feathers (if the rest of my fortunes turn Turk with me) with two Provincial roses on my razed shoes, get me a fellowship in a cry of players?",60,0.108,0.854,0.038,-0.6597
3.0,2.0,HORATIO,Half a share.,3,0.0,0.312,0.688,0.296
3.0,2.0,HAMLET,"A whole one, I. For thou dost know, O Damon dear, This realm dismantled was Of Jove himself, and now reigns here A very very--pajock.",25,0.0,0.89,0.11,0.3818
3.0,2.0,HORATIO,You might have rhymed.,4,0.0,1.0,0.0,0.0
3.0,2.0,HAMLET,"O good Horatio, I'll take the ghost's word for a thousand pound. Didst perceive?",14,0.0,0.791,0.209,0.4404
3.0,2.0,HORATIO,"Very well, my lord.",4,0.0,0.556,0.444,0.3384
3.0,2.0,HAMLET,Upon the talk of the poisoning?,6,0.432,0.568,0.0,-0.5859
3.0,2.0,HORATIO,I did very well note him.,6,0.0,0.626,0.374,0.3384
3.0,2.0,HAMLET,"Ah ha! Come, some music! Come, the recorders! For if the King like not the comedy, Why, then, belike he likes it not, perdy. Come, some music! GUILDENSTERN  Good my lord, vouchsafe me a word with you.",37,0.047,0.691,0.262,0.8644
3.0,2.0,HAMLET,"Sir, a whole history. GUILDENSTERN  The King, sir--",8,0.0,1.0,0.0,0.0
3.0,2.0,HAMLET,"Ay, sir, what of him? GUILDENSTERN  Is in his retirement marvelous distempered.",12,0.0,0.738,0.262,0.5994
3.0,2.0,HAMLET,"With drink, sir? GUILDENSTERN  No, my lord, with choler.",9,0.216,0.784,0.0,-0.296
3.0,2.0,HAMLET,"Your wisdom should show itself more richer to signify this to the doctor, for for me to put him to his purgation would perhaps plunge him into more choler. GUILDENSTERN  Good my lord, put your discourse into some frame and start not so wildly from my affair.",47,0.0,0.811,0.189,0.8822
